00OW               20241122                                                                                   
0601OWA4Y       20250101001450100000005000 0400000030001096   
0601OWA4Y       20250101001455100000005000 0400000030001101   
0601OWA4Y       20250101001460100000005000 0400000030001104   
0601OWA4Y       20250101001465100000005000 0400000030001107   
0601OWA4Y       20250101001470100000005000 0400000030001111   
0601OWA4Y       20250101001475100000005000 0400000030001114   
0601OWA4Y       20250101001480100000005000 0400000030001117   
0601OWA4Y       20250101001485100000005000 0400000030001121   
0601OWA4Y       20250101001490100000005000 0400000030001124   
0601OWA4Y       20250101001495100000005000 0400000030001127   
0601OWA4Y       20250101001500100000500000 0400000030001270   
0601OWA4Y       20250101002000100000500000 0400000030001508   
0601OWA4Y       20250101002500100000500000 0400000030001688   
0601OWA4Y       20250101003000100000500000 0400000030001813   
0601OWA4Y       20250101003500100000500000 0400000030001904   
0601OWA4Y       20250101004000100000500000 0400000030001973   
0601OWA4Y       20250101004500100000500000 0400000030002028   
0601OWA4Y       20250101005000100000500000 0400000030002073   
0601OWA4Y       20250101005500100000500000 0400000030002110   
0601OWA4Y       20250101006000100000500000 0400000030002141   
0601OWA4Y       20250101006500100000500000 0400000030002167   
0601OWA4Y       20250101007000100000500000 0400000030002190   
0601OWA4Y       20250101007500100000500000 0400000030002209   
0601OWA4Y       20250101008000100000500000 0400000030002220   
0601OWA4Y       20250101008500100000500000 0400000030002227   
0601OWA4Y       20250101009000100000500000 0400000030002233   
0601OWA4Y       20250101009500100000500000 0400000030002239   
0601OWA5Y       20250101000000100000040000 0500000030000000   
0601OWA5Y       20250101000040100000005000 0500000030000071   
0601OWA5Y       20250101000045100000005000 0500000030000063   
0601OWA5Y       20250101000050100000005000 0500000030000057   
0601OWA5Y       20250101000055100000005000 0500000030000052   
0601OWA5Y       20250101000060100000005000 0500000030000048   
0601OWA5Y       20250101000065100000005000 0500000030000044   
0601OWA5Y       20250101000070100000005000 0500000030000041   
0601OWA5Y       20250101000075100000005000 0500000030000039   
0601OWA5Y       20250101000080100000005000 0500000030000036   
0601OWA5Y       20250101000085100000005000 0500000030000034   
0601OWA5Y       20250101000090100000005000 0500000030000032   
0601OWA5Y       20250101000095100000005000 0500000030000031   
0601OWA5Y       20250101000100100000005000 0500000030000029   
0601OWA5Y       20250101000105100000005000 0500000030000028   
0601OWA5Y       20250101000110100000005000 0500000030000027   
0601OWA5Y       20250101000115100000005000 0500000030000026   
0601OWA5Y       20250101000120100000005000 0500000030000024   
0601OWA5Y       20250101000125100000005000 0500000030000024   
0601OWA5Y       20250101000130100000005000 0500000030000023   
0601OWA5Y       20250101000135100000005000 0500000030000022   
0601OWA5Y       20250101000140100000005000 0500000030000021   
0601OWA5Y       20250101000145100000005000 0500000030000020   
0601OWA5Y       20250101000150100000005000 0500000030000020   
0601OWA5Y       20250101000155100000005000 0500000030000019   
0601OWA5Y       20250101000160100000005000 0500000030000018   
0601OWA5Y       20250101000165100000005000 0500000030000018   
0601OWA5Y       20250101000170100000005000 0500000030000017   
0601OWA5Y       20250101000175100000005000 0500000030000017   
0601OWA5Y       20250101000180100000005000 0500000030000016   
0601OWA5Y       20250101000185100000005000 0500000030000016   
0601OWA5Y       20250101000190100000005000 0500000030000016   
0601OWA5Y       20250101000195100000005000 0500000030000015   
0601OWA5Y       20250101000200100000005000 0500000030000015   
0601OWA5Y       20250101000205100000005000 0500000030000014   
0601OWA5Y       20250101000210100000005000 0500000030000014   
0601OWA5Y       20250101000215100000005000 0500000030000014   
0601OWA5Y       20250101000220100000005000 0500000030000013   
0601OWA5Y       20250101000225100000005000 0500000030000013   
0601OWA5Y       20250101000230100000005000 0500000030000013   
0601OWA5Y       20250101000235100000005000 0500000030000013   
0601OWA5Y       20250101000240100000005000 0500000030000012   
0601OWA5Y       20250101000245100000005000 0500000030000012   
0601OWA5Y       20250101000250100000005000 0500000030000012   
0601OWA5Y       20250101000255100000005000 0500000030000012   
0601OWA5Y       20250101000260100000005000 0500000030000011   
0601OWA5Y       20250101000265100000005000 0500000030000011   
0601OWA5Y       20250101000270100000005000 0500000030000011   
0601OWA5Y       20250101000275100000005000 0500000030000011   
0601OWA5Y       20250101000280100000005000 0500000030000011   
0601OWA5Y       20250101000285100000005000 0500000030000010   
0601OWA5Y       20250101000290100000005000 0500000030000010   
0601OWA5Y       20250101000295100000005000 0500000030000010   
0601OWA5Y       20250101000300100000005000 0500000030000010   
0601OWA5Y       20250101000305100000005000 0500000030000010   
0601OWA5Y       20250101000310100000005000 0500000030000010   
0601OWA5Y       20250101000315100000005000 0500000030000009   
0601OWA5Y       20250101000320100000005000 0500000030000009   
0601OWA5Y       20250101000325100000005000 0500000030000009   
0601OWA5Y       20250101000330100000005000 0500000030000009   
0601OWA5Y       20250101000335100000005000 0500000030000009   
0601OWA5Y       20250101000340100000005000 0500000030000009   
0601OWA5Y       20250101000345100000005000 0500000030000009   
0601OWA5Y       20250101000350100000005000 0500000030000009   
0601OWA5Y       20250101000355100000005000 0500000030000008   
0601OWA5Y       20250101000360100000005000 0500000030000008   
0601OWA5Y       20250101000365100000005000 0500000030000008   
0601OWA5Y       20250101000370100000005000 0500000030000008   
0601OWA5Y       20250101000375100000005000 0500000030000008   
0601OWA5Y       20250101000380100000005000 0500000030000008   
0601OWA5Y       20250101000385100000005000 0500000030000008   
0601OWA5Y       20250101000390100000005000 0500000030000008   
0601OWA5Y       20250101000395100000005000 0500000030000008   
0601OWA5Y       20250101000400100000005000 0500000030000007   
0601OWA5Y       20250101000405100000005000 0500000030000007   
0601OWA5Y       20250101000410100000005000 0500000030000007   
0601OWA5Y       20250101000415100000005000 0500000030000007   
0601OWA5Y       20250101000420100000005000 0500000030000007   
0601OWA5Y       20250101000425100000005000 0500000030000007   
0601OWA5Y       20250101000430100000005000 0500000030000007   
0601OWA5Y       20250101000435100000005000 0500000030000007   
0601OWA5Y       20250101000440100000005000 0500000030000007   
0601OWA5Y       20250101000445100000005000 0500000030000007   
0601OWA5Y       20250101000450100000005000 0500000030000007   
0601OWA5Y       20250101000455100000005000 0500000030000007   
0601OWA5Y       20250101000460100000005000 0500000030000006   
0601OWA5Y       20250101000465100000005000 0500000030000006   
0601OWA5Y       20250101000470100000005000 0500000030000006   
0601OWA5Y       20250101000475100000005000 0500000030000006   
0601OWA5Y       20250101000480100000005000 0500000030000006   
0601OWA5Y       20250101000485100000005000 0500000030000006   
0601OWA5Y       20250101000490100000005000 0500000030000006   
0601OWA5Y       20250101000495100000005000 0500000030000006   
0601OWA5Y       20250101000500100000005000 0500000030000006   
0601OWA5Y       20250101000505100000005000 0500000030000006   
0601OWA5Y       20250101000510100000005000 0500000030000021   
0601OWA5Y       20250101000515100000005000 0500000030000033   
0601OWA5Y       20250101000520100000005000 0500000030000048   
0601OWA5Y       20250101000525100000005000 0500000030000061   
0601OWA5Y       20250101000530100000005000 0500000030000073   
0601OWA5Y       20250101000535100000005000 0500000030000086   
0601OWA5Y       20250101000540100000005000 0500000030000098   
0601OWA5Y       20250101000545100000005000 0500000030000111   
0601OWA5Y       20250101000550100000005000 0500000030000121   
0601OWA5Y       20250101000555100000005000 0500000030000133   
0601OWA5Y       20250101000560100000005000 0500000030000144   
0601OWA5Y       20250101000565100000005000 0500000030000153   
0601OWA5Y       20250101000570100000005000 0500000030000162   
0601OWA5Y       20250101000575100000005000 0500000030000173   
0601OWA5Y       20250101000580100000005000 0500000030000184   
0601OWA5Y       20250101000585100000005000 0500000030000192   
0601OWA5Y       20250101000590100000005000 0500000030000201   
0601OWA5Y       20250101000595100000005000 0500000030000209   
0601OWA5Y       20250101000600100000005000 0500000030000221   
0601OWA5Y       20250101000605100000005000 0500000030000229   
0601OWA5Y       20250101000610100000005000 0500000030000237   
0601OWA5Y       20250101000615100000005000 0500000030000249   
0601OWA5Y       20250101000620100000005000 0500000030000257   
0601OWA5Y       20250101000625100000005000 0500000030000268   
0601OWA5Y       20250101000630100000005000 0500000030000277   
0601OWA5Y       20250101000635100000005000 0500000030000284   
0601OWA5Y       20250101000640100000005000 0500000030000293   
0601OWA5Y       20250101000645100000005000 0500000030000300   
0601OWA5Y       20250101000650100000005000 0500000030000310   
0601OWA5Y       20250101000655100000005000 0500000030000318   
0601OWA5Y       20250101000660100000005000 0500000030000325   
0601OWA5Y       20250101000665100000005000 0500000030000333   
0601OWA5Y       20250101000670100000005000 0500000030000339   
0601OWA5Y       20250101000675100000005000 0500000030000348   
0601OWA5Y       20250101000680100000005000 0500000030000356   
0601OWA5Y       20250101000685100000005000 0500000030000362   
0601OWA5Y       20250101000690100000005000 0500000030000370   
0601OWA5Y       20250101000695100000005000 0500000030000376   
0601OWA5Y       20250101000700100000005000 0500000030000383   
0601OWA5Y       20250101000705100000005000 0500000030000389   
0601OWA5Y       20250101000710100000005000 0500000030000396   
0601OWA5Y       20250101000715100000005000 0500000030000401   
0601OWA5Y       20250101000720100000005000 0500000030000408   
0601OWA5Y       20250101000725100000005000 0500000030000414   
0601OWA5Y       20250101000730100000005000 0500000030000420   
0601OWA5Y       20250101000735100000005000 0500000030000427   
0601OWA5Y       20250101000740100000005000 0500000030000432   
0601OWA5Y       20250101000745100000005000 0500000030000439   
0601OWA5Y       20250101000750100000005000 0500000030000444   
0601OWA5Y       20250101000755100000005000 0500000030000450   
0601OWA5Y       20250101000760100000005000 0500000030000455   
0601OWA5Y       20250101000765100000005000 0500000030000461   
0601OWA5Y       20250101000770100000005000 0500000030000466   
0601OWA5Y       20250101000775100000005000 0500000030000472   
0601OWA5Y       20250101000780100000005000 0500000030000478   
0601OWA5Y       20250101000785100000005000 0500000030000485   
0601OWA5Y       20250101000790100000005000 0500000030000490   
0601OWA5Y       20250101000795100000005000 0500000030000495   
0601OWA5Y       20250101000800100000005000 0500000030000500   
0601OWA5Y       20250101000805100000005000 0500000030000505   
0601OWA5Y       20250101000810100000005000 0500000030000510   
0601OWA5Y       20250101000815100000005000 0500000030000515   
0601OWA5Y       20250101000820100000005000 0500000030000520   
0601OWA5Y       20250101000825100000005000 0500000030000524   
0601OWA5Y       20250101000830100000005000 0500000030000530   
0601OWA5Y       20250101000835100000005000 0500000030000534   
0601OWA5Y       20250101000840100000005000 0500000030000539   
0601OWA5Y       20250101000845100000005000 0500000030000544   
0601OWA5Y       20250101000850100000005000 0500000030000548   
0601OWA5Y       20250101000855100000005000 0500000030000553   
0601OWA5Y       20250101000860100000005000 0500000030000557   
0601OWA5Y       20250101000865100000005000 0500000030000561   
0601OWA5Y       20250101000870100000005000 0500000030000567   
0601OWA5Y       20250101000875100000005000 0500000030000572   
0601OWA5Y       20250101000880100000005000 0500000030000577   
0601OWA5Y       20250101000885100000005000 0500000030000583   
0601OWA5Y       20250101000890100000005000 0500000030000587   
0601OWA5Y       20250101000895100000005000 0500000030000592   
0601OWA5Y       20250101000900100000005000 0500000030000597   
0601OWA5Y       20250101000905100000005000 0500000030000602   
0601OWA5Y       20250101000910100000005000 0500000030000607   
0601OWA5Y       20250101000915100000005000 0500000030000613   
0601OWA5Y       20250101000920100000005000 0500000030000617   
0601OWA5Y       20250101000925100000005000 0500000030000621   
0601OWA5Y       20250101000930100000005000 0500000030000626   
0601OWA5Y       20250101000935100000005000 0500000030000630   
0601OWA5Y       20250101000940100000005000 0500000030000634   
0601OWA5Y       20250101000945100000005000 0500000030000640   
0601OWA5Y       20250101000950100000005000 0500000030000644   
0601OWA5Y       20250101000955100000005000 0500000030000648   
0601OWA5Y       20250101000960100000005000 0500000030000652   
0601OWA5Y       20250101000965100000005000 0500000030000656   
0601OWA5Y       20250101000970100000005000 0500000030000660   
0601OWA5Y       20250101000975100000005000 0500000030000665   
0601OWA5Y       20250101000980100000005000 0500000030000669   
0601OWA5Y       20250101000985100000005000 0500000030000672   
0601OWA5Y       20250101000990100000005000 0500000030000677   
0601OWA5Y       20250101000995100000005000 0500000030000681   
0601OWA5Y       20250101001000100000005000 0500000030000684   
0601OWA5Y       20250101001005100000005000 0500000030000689   
0601OWA5Y       20250101001010100000005000 0500000030000692   
0601OWA5Y       20250101001015100000005000 0500000030000696   
0601OWA5Y       20250101001020100000005000 0500000030000700   
0601OWA5Y       20250101001025100000005000 0500000030000704   
0601OWA5Y       20250101001030100000005000 0500000030000708   
0601OWA5Y       20250101001035100000005000 0500000030000713   
0601OWA5Y       20250101001040100000005000 0500000030000717   
0601OWA5Y       20250101001045100000005000 0500000030000720   
0601OWA5Y       20250101001050100000005000 0500000030000724   
0601OWA5Y       20250101001055100000005000 0500000030000727   
0601OWA5Y       20250101001060100000005000 0500000030000731   
0601OWA5Y       20250101001065100000005000 0500000030000734   
0601OWA5Y       20250101001070100000005000 0500000030000738   
0601OWA5Y       20250101001075100000005000 0500000030000742   
0601OWA5Y       20250101001080100000005000 0500000030000745   
0601OWA5Y       20250101001085100000005000 0500000030000749   
0601OWA5Y       20250101001090100000005000 0500000030000752   
0601OWA5Y       20250101001095100000005000 0500000030000755   
0601OWA5Y       20250101001100100000005000 0500000030000759   
0601OWA5Y       20250101001105100000005000 0500000030000762   
0601OWA5Y       20250101001110100000005000 0500000030000766   
0601OWA5Y       20250101001115100000005000 0500000030000769   
0601OWA5Y       20250101001120100000005000 0500000030000772   
0601OWA5Y       20250101001125100000005000 0500000030000775   
0601OWA5Y       20250101001130100000005000 0500000030000779   
0601OWA5Y       20250101001135100000005000 0500000030000782   
0601OWA5Y       20250101001140100000005000 0500000030000785   
0601OWA5Y       20250101001145100000005000 0500000030000788   
0601OWA5Y       20250101001150100000005000 0500000030000791   
0601OWA5Y       20250101001155100000005000 0500000030000794   
0601OWA5Y       20250101001160100000005000 0500000030000798   
0601OWA5Y       20250101001165100000005000 0500000030000802   
0601OWA5Y       20250101001170100000005000 0500000030000804   
0601OWA5Y       20250101001175100000005000 0500000030000808   
0601OWA5Y       20250101001180100000005000 0500000030000810   
0601OWA5Y       20250101001185100000005000 0500000030000813   
0601OWA5Y       20250101001190100000005000 0500000030000817   
0601OWA5Y       20250101001195100000005000 0500000030000821   
0601OWA5Y       20250101001200100000005000 0500000030000825   
0601OWA5Y       20250101001205100000005000 0500000030000828   
0601OWA5Y       20250101001210100000005000 0500000030000833   
0601OWA5Y       20250101001215100000005000 0500000030000836   
0601OWA5Y       20250101001220100000005000 0500000030000840   
0601OWA5Y       20250101001225100000005000 0500000030000844   
0601OWA5Y       20250101001230100000005000 0500000030000847   
0601OWA5Y       20250101001235100000005000 0500000030000852   
0601OWA5Y       20250101001240100000005000 0500000030000855   
0601OWA5Y       20250101001245100000005000 0500000030000859   
0601OWA5Y       20250101001250100000005000 0500000030000864   
0601OWA5Y       20250101001255100000005000 0500000030000868   
0601OWA5Y       20250101001260100000005000 0500000030000871   
0601OWA5Y       20250101001265100000005000 0500000030000875   
0601OWA5Y       20250101001270100000005000 0500000030000879   
0601OWA5Y       20250101001275100000005000 0500000030000882   
0601OWA5Y       20250101001280100000005000 0500000030000887   
0601OWA5Y       20250101001285100000005000 0500000030000891   
0601OWA5Y       20250101001290100000005000 0500000030000894   
0601OWA5Y       20250101001295100000005000 0500000030000898   
0601OWA5Y       20250101001300100000005000 0500000030000902   
0601OWA5Y       20250101001305100000005000 0500000030000906   
0601OWA5Y       20250101001310100000005000 0500000030000910   
0601OWA5Y       20250101001315100000005000 0500000030000913   
0601OWA5Y       20250101001320100000005000 0500000030000916   
0601OWA5Y       20250101001325100000005000 0500000030000920   
0601OWA5Y       20250101001330100000005000 0500000030000925   
0601OWA5Y       20250101001335100000005000 0500000030000928   
0601OWA5Y       20250101001340100000005000 0500000030000931   
0601OWA5Y       20250101001345100000005000 0500000030000936   
0601OWA5Y       20250101001350100000005000 0500000030000939   
0601OWA5Y       20250101001355100000005000 0500000030000942   
0601OWA5Y       20250101001360100000005000 0500000030000947   
0601OWA5Y       20250101001365100000005000 0500000030000949   
0601OWA5Y       20250101001370100000005000 0500000030000952   
0601OWA5Y       20250101001375100000005000 0500000030000957   
0601OWA5Y       20250101001380100000005000 0500000030000960   
0601OWA5Y       20250101001385100000005000 0500000030000963   
0601OWA5Y       20250101001390100000005000 0500000030000967   
0601OWA5Y       20250101001395100000005000 0500000030000970   
0601OWA5Y       20250101001400100000005000 0500000030000973   
0601OWA5Y       20250101001405100000005000 0500000030000978   
0601OWA5Y       20250101001410100000005000 0500000030000981   
0601OWA5Y       20250101001415100000005000 0500000030000983   
0601OWA5Y       20250101001420100000005000 0500000030000986   
0601OWA5Y       20250101001425100000005000 0500000030000990   
0601OWA5Y       20250101001430100000005000 0500000030000993   
0601OWA5Y       20250101001435100000005000 0500000030000995   
0601OWA5Y       20250101001440100000005000 0500000030001000   
0601OWA5Y       20250101001445100000005000 0500000030001002   
0601OWA5Y       20250101001450100000005000 0500000030001005   
0601OWA5Y       20250101001455100000005000 0500000030001009   
0601OWA5Y       20250101001460100000005000 0500000030001012   
0601OWA5Y       20250101001465100000005000 0500000030001015   
0601OWA5Y       20250101001470100000005000 0500000030001019   
0601OWA5Y       20250101001475100000005000 0500000030001021   
0601OWA5Y       20250101001480100000005000 0500000030001023   
0601OWA5Y       20250101001485100000005000 0500000030001027   
0601OWA5Y       20250101001490100000005000 0500000030001030   
0601OWA5Y       20250101001495100000005000 0500000030001032   
0601OWA5Y       20250101001500100000500000 0500000030001188   
0601OWA5Y       20250101002000100000500000 0500000030001434   
0601OWA5Y       20250101002500100000500000 0500000030001627   
0601OWA5Y       20250101003000100000500000 0500000030001761   
0601OWA5Y       20250101003500100000500000 0500000030001859   
0601OWA5Y       20250101004000100000500000 0500000030001934   
0601OWA5Y       20250101004500100000500000 0500000030001993   
0601OWA5Y       20250101005000100000500000 0500000030002041   
0601OWA5Y       20250101005500100000500000 0500000030002081   
0601OWA5Y       20250101006000100000500000 0500000030002114   
0601OWA5Y       20250101006500100000500000 0500000030002142   
0601OWA5Y       20250101007000100000500000 0500000030002166   
0601OWA5Y       20250101007500100000500000 0500000030002187   
0601OWA5Y       20250101008000100000500000 0500000030002200   
0601OWA5Y       20250101008500100000500000 0500000030002209   
0601OWA5Y       20250101009000100000500000 0500000030002216   
0601OWA5Y       20250101009500100000500000 0500000030002223   
0601OWA6Y       20250101000000100000040000 0600000030000000   
0601OWA6Y       20250101000040100000005000 0600000030000071   
0601OWA6Y       20250101000045100000005000 0600000030000063   
0601OWA6Y       20250101000050100000005000 0600000030000057   
0601OWA6Y       20250101000055100000005000 0600000030000052   
0601OWA6Y       20250101000060100000005000 0600000030000048   
0601OWA6Y       20250101000065100000005000 0600000030000044   
0601OWA6Y       20250101000070100000005000 0600000030000041   
0601OWA6Y       20250101000075100000005000 0600000030000039   
0601OWA6Y       20250101000080100000005000 0600000030000036   
0601OWA6Y       20250101000085100000005000 0600000030000034   
0601OWA6Y       20250101000090100000005000 0600000030000032   
0601OWA6Y       20250101000095100000005000 0600000030000031   
0601OWA6Y       20250101000100100000005000 0600000030000029   
0601OWA6Y       20250101000105100000005000 0600000030000028   
0601OWA6Y       20250101000110100000005000 0600000030000027   
0601OWA6Y       20250101000115100000005000 0600000030000026   
0601OWA6Y       20250101000120100000005000 0600000030000024   
0601OWA6Y       20250101000125100000005000 0600000030000024   
0601OWA6Y       20250101000130100000005000 0600000030000023   
0601OWA6Y       20250101000135100000005000 0600000030000022   
0601OWA6Y       20250101000140100000005000 0600000030000021   
0601OWA6Y       20250101000145100000005000 0600000030000020   
0601OWA6Y       20250101000150100000005000 0600000030000020   
0601OWA6Y       20250101000155100000005000 0600000030000019   
0601OWA6Y       20250101000160100000005000 0600000030000018   
0601OWA6Y       20250101000165100000005000 0600000030000018   
0601OWA6Y       20250101000170100000005000 0600000030000017   
0601OWA6Y       20250101000175100000005000 0600000030000017   
0601OWA6Y       20250101000180100000005000 0600000030000016   
0601OWA6Y       20250101000185100000005000 0600000030000016   
0601OWA6Y       20250101000190100000005000 0600000030000016   
0601OWA6Y       20250101000195100000005000 0600000030000015   
0601OWA6Y       20250101000200100000005000 0600000030000015   
0601OWA6Y       20250101000205100000005000 0600000030000014   
0601OWA6Y       20250101000210100000005000 0600000030000014   
0601OWA6Y       20250101000215100000005000 0600000030000014   
0601OWA6Y       20250101000220100000005000 0600000030000013   
0601OWA6Y       20250101000225100000005000 0600000030000013   
0601OWA6Y       20250101000230100000005000 0600000030000013   
0601OWA6Y       20250101000235100000005000 0600000030000013   
0601OWA6Y       20250101000240100000005000 0600000030000012   
0601OWA6Y       20250101000245100000005000 0600000030000012   
0601OWA6Y       20250101000250100000005000 0600000030000012   
0601OWA6Y       20250101000255100000005000 0600000030000012   
0601OWA6Y       20250101000260100000005000 0600000030000011   
0601OWA6Y       20250101000265100000005000 0600000030000011   
0601OWA6Y       20250101000270100000005000 0600000030000011   
0601OWA6Y       20250101000275100000005000 0600000030000011   
0601OWA6Y       20250101000280100000005000 0600000030000011   
0601OWA6Y       20250101000285100000005000 0600000030000010   
0601OWA6Y       20250101000290100000005000 0600000030000010   
0601OWA6Y       20250101000295100000005000 0600000030000010   
0601OWA6Y       20250101000300100000005000 0600000030000010   
0601OWA6Y       20250101000305100000005000 0600000030000010   
0601OWA6Y       20250101000310100000005000 0600000030000010   
0601OWA6Y       20250101000315100000005000 0600000030000009   
0601OWA6Y       20250101000320100000005000 0600000030000009   
0601OWA6Y       20250101000325100000005000 0600000030000009   
0601OWA6Y       20250101000330100000005000 0600000030000009   
0601OWA6Y       20250101000335100000005000 0600000030000009   
0601OWA6Y       20250101000340100000005000 0600000030000009   
0601OWA6Y       20250101000345100000005000 0600000030000009   
0601OWA6Y       20250101000350100000005000 0600000030000009   
0601OWA6Y       20250101000355100000005000 0600000030000008   
0601OWA6Y       20250101000360100000005000 0600000030000008   
0601OWA6Y       20250101000365100000005000 0600000030000008   
0601OWA6Y       20250101000370100000005000 0600000030000008   
0601OWA6Y       20250101000375100000005000 0600000030000008   
0601OWA6Y       20250101000380100000005000 0600000030000008   
0601OWA6Y       20250101000385100000005000 0600000030000008   
0601OWA6Y       20250101000390100000005000 0600000030000008   
0601OWA6Y       20250101000395100000005000 0600000030000008   
0601OWA6Y       20250101000400100000005000 0600000030000007   
0601OWA6Y       20250101000405100000005000 0600000030000007   
0601OWA6Y       20250101000410100000005000 0600000030000007   
0601OWA6Y       20250101000415100000005000 0600000030000007   
0601OWA6Y       20250101000420100000005000 0600000030000007   
0601OWA6Y       20250101000425100000005000 0600000030000007   
0601OWA6Y       20250101000430100000005000 0600000030000007   
0601OWA6Y       20250101000435100000005000 0600000030000007   
0601OWA6Y       20250101000440100000005000 0600000030000007   
0601OWA6Y       20250101000445100000005000 0600000030000007   
0601OWA6Y       20250101000450100000005000 0600000030000007   
0601OWA6Y       20250101000455100000005000 0600000030000007   
0601OWA6Y       20250101000460100000005000 0600000030000006   
0601OWA6Y       20250101000465100000005000 0600000030000006   
0601OWA6Y       20250101000470100000005000 0600000030000006   
0601OWA6Y       20250101000475100000005000 0600000030000006   
0601OWA6Y       20250101000480100000005000 0600000030000006   
0601OWA6Y       20250101000485100000005000 0600000030000006   
0601OWA6Y       20250101000490100000005000 0600000030000006   
0601OWA6Y       20250101000495100000005000 0600000030000006   
0601OWA6Y       20250101000500100000005000 0600000030000006   
0601OWA6Y       20250101000505100000005000 0600000030000006   
0601OWA6Y       20250101000510100000005000 0600000030000006   
0601OWA6Y       20250101000515100000005000 0600000030000006   
0601OWA6Y       20250101000520100000005000 0600000030000006   
0601OWA6Y       20250101000525100000005000 0600000030000006   
0601OWA6Y       20250101000530100000005000 0600000030000006   
0601OWA6Y       20250101000535100000005000 0600000030000006   
0601OWA6Y       20250101000540100000005000 0600000030000006   
0601OWA6Y       20250101000545100000005000 0600000030000005   
0601OWA6Y       20250101000550100000005000 0600000030000005   
0601OWA6Y       20250101000555100000005000 0600000030000005   
0601OWA6Y       20250101000560100000005000 0600000030000005   
0601OWA6Y       20250101000565100000005000 0600000030000005   
0601OWA6Y       20250101000570100000005000 0600000030000012   
0601OWA6Y       20250101000575100000005000 0600000030000026   
0601OWA6Y       20250101000580100000005000 0600000030000036   
0601OWA6Y       20250101000585100000005000 0600000030000046   
0601OWA6Y       20250101000590100000005000 0600000030000056   
0601OWA6Y       20250101000595100000005000 0600000030000065   
0601OWA6Y       20250101000600100000005000 0600000030000078   
0601OWA6Y       20250101000605100000005000 0600000030000087   
0601OWA6Y       20250101000610100000005000 0600000030000096   
0601OWA6Y       20250101000615100000005000 0600000030000107   
0601OWA6Y       20250101000620100000005000 0600000030000116   
0601OWA6Y       20250101000625100000005000 0600000030000126   
0601OWA6Y       20250101000630100000005000 0600000030000136   
0601OWA6Y       20250101000635100000005000 0600000030000144   
0601OWA6Y       20250101000640100000005000 0600000030000153   
0601OWA6Y       20250101000645100000005000 0600000030000161   
0601OWA6Y       20250101000650100000005000 0600000030000172   
0601OWA6Y       20250101000655100000005000 0600000030000179   
0601OWA6Y       20250101000660100000005000 0600000030000187   
0601OWA6Y       20250101000665100000005000 0600000030000195   
0601OWA6Y       20250101000670100000005000 0600000030000204   
0601OWA6Y       20250101000675100000005000 0600000030000213   
0601OWA6Y       20250101000680100000005000 0600000030000220   
0601OWA6Y       20250101000685100000005000 0600000030000227   
0601OWA6Y       20250101000690100000005000 0600000030000238   
0601OWA6Y       20250101000695100000005000 0600000030000245   
0601OWA6Y       20250101000700100000005000 0600000030000253   
0601OWA6Y       20250101000705100000005000 0600000030000261   
0601OWA6Y       20250101000710100000005000 0600000030000268   
0601OWA6Y       20250101000715100000005000 0600000030000276   
0601OWA6Y       20250101000720100000005000 0600000030000282   
0601OWA6Y       20250101000725100000005000 0600000030000290   
0601OWA6Y       20250101000730100000005000 0600000030000296   
0601OWA6Y       20250101000735100000005000 0600000030000304   
0601OWA6Y       20250101000740100000005000 0600000030000310   
0601OWA6Y       20250101000745100000005000 0600000030000317   
0601OWA6Y       20250101000750100000005000 0600000030000323   
0601OWA6Y       20250101000755100000005000 0600000030000330   
0601OWA6Y       20250101000760100000005000 0600000030000337   
0601OWA6Y       20250101000765100000005000 0600000030000343   
0601OWA6Y       20250101000770100000005000 0600000030000350   
0601OWA6Y       20250101000775100000005000 0600000030000355   
0601OWA6Y       20250101000780100000005000 0600000030000362   
0601OWA6Y       20250101000785100000005000 0600000030000370   
0601OWA6Y       20250101000790100000005000 0600000030000375   
0601OWA6Y       20250101000795100000005000 0600000030000381   
0601OWA6Y       20250101000800100000005000 0600000030000386   
0601OWA6Y       20250101000805100000005000 0600000030000393   
0601OWA6Y       20250101000810100000005000 0600000030000398   
0601OWA6Y       20250101000815100000005000 0600000030000404   
0601OWA6Y       20250101000820100000005000 0600000030000409   
0601OWA6Y       20250101000825100000005000 0600000030000415   
0601OWA6Y       20250101000830100000005000 0600000030000419   
0601OWA6Y       20250101000835100000005000 0600000030000425   
0601OWA6Y       20250101000840100000005000 0600000030000431   
0601OWA6Y       20250101000845100000005000 0600000030000435   
0601OWA6Y       20250101000850100000005000 0600000030000441   
0601OWA6Y       20250101000855100000005000 0600000030000445   
0601OWA6Y       20250101000860100000005000 0600000030000451   
0601OWA6Y       20250101000865100000005000 0600000030000456   
0601OWA6Y       20250101000870100000005000 0600000030000461   
0601OWA6Y       20250101000875100000005000 0600000030000466   
0601OWA6Y       20250101000880100000005000 0600000030000470   
0601OWA6Y       20250101000885100000005000 0600000030000475   
0601OWA6Y       20250101000890100000005000 0600000030000481   
0601OWA6Y       20250101000895100000005000 0600000030000485   
0601OWA6Y       20250101000900100000005000 0600000030000490   
0601OWA6Y       20250101000905100000005000 0600000030000494   
0601OWA6Y       20250101000910100000005000 0600000030000500   
0601OWA6Y       20250101000915100000005000 0600000030000505   
0601OWA6Y       20250101000920100000005000 0600000030000508   
0601OWA6Y       20250101000925100000005000 0600000030000513   
0601OWA6Y       20250101000930100000005000 0600000030000518   
0601OWA6Y       20250101000935100000005000 0600000030000522   
