00OW               20251205                                                                                   
0601OWA3Y       20260101001415100000005000 0300000030001160   
0601OWA3Y       20260101001420100000005000 0300000030001163   
0601OWA3Y       20260101001425100000005000 0300000030001166   
0601OWA3Y       20260101001430100000005000 0300000030001169   
0601OWA3Y       20260101001435100000005000 0300000030001172   
0601OWA3Y       20260101001440100000005000 0300000030001175   
0601OWA3Y       20260101001445100000005000 0300000030001178   
0601OWA3Y       20260101001450100000005000 0300000030001182   
0601OWA3Y       20260101001455100000005000 0300000030001185   
0601OWA3Y       20260101001460100000005000 0300000030001188   
0601OWA3Y       20260101001465100000005000 0300000030001192   
0601OWA3Y       20260101001470100000005000 0300000030001194   
0601OWA3Y       20260101001475100000005000 0300000030001197   
0601OWA3Y       20260101001480100000005000 0300000030001199   
0601OWA3Y       20260101001485100000005000 0300000030001203   
0601OWA3Y       20260101001490100000005000 0300000030001206   
0601OWA3Y       20260101001495100000005000 0300000030001209   
0601OWA3Y       20260101001500100000500000 0300000030001346   
0601OWA3Y       20260101002000100000500000 0300000030001569   
0601OWA3Y       20260101002500100000500000 0300000030001735   
0601OWA3Y       20260101003000100000500000 0300000030001850   
0601OWA3Y       20260101003500100000500000 0300000030001934   
0601OWA3Y       20260101004000100000500000 0300000030001999   
0601OWA3Y       20260101004500100000500000 0300000030002050   
0601OWA3Y       20260101005000100000500000 0300000030002091   
0601OWA3Y       20260101005500100000500000 0300000030002125   
0601OWA3Y       20260101006000100000500000 0300000030002153   
0601OWA3Y       20260101006500100000500000 0300000030002178   
0601OWA3Y       20260101007000100000500000 0300000030002199   
0601OWA3Y       20260101007500100000500000 0300000030002217   
0601OWA3Y       20260101008000100000500000 0300000030002225   
0601OWA3Y       20260101008500100000500000 0300000030002231   
0601OWA3Y       20260101009000100000500000 0300000030002237   
0601OWA3Y       20260101009500100000500000 0300000030002242   
0601OWA4Y       20260101000000100000040000 0400000030000000   
0601OWA4Y       20260101000040100000005000 0400000030000071   
0601OWA4Y       20260101000045100000005000 0400000030000063   
0601OWA4Y       20260101000050100000005000 0400000030000057   
0601OWA4Y       20260101000055100000005000 0400000030000052   
0601OWA4Y       20260101000060100000005000 0400000030000048   
0601OWA4Y       20260101000065100000005000 0400000030000044   
0601OWA4Y       20260101000070100000005000 0400000030000041   
0601OWA4Y       20260101000075100000005000 0400000030000039   
0601OWA4Y       20260101000080100000005000 0400000030000036   
0601OWA4Y       20260101000085100000005000 0400000030000034   
0601OWA4Y       20260101000090100000005000 0400000030000032   
0601OWA4Y       20260101000095100000005000 0400000030000031   
0601OWA4Y       20260101000100100000005000 0400000030000029   
0601OWA4Y       20260101000105100000005000 0400000030000028   
0601OWA4Y       20260101000110100000005000 0400000030000027   
0601OWA4Y       20260101000115100000005000 0400000030000026   
0601OWA4Y       20260101000120100000005000 0400000030000024   
0601OWA4Y       20260101000125100000005000 0400000030000024   
0601OWA4Y       20260101000130100000005000 0400000030000023   
0601OWA4Y       20260101000135100000005000 0400000030000022   
0601OWA4Y       20260101000140100000005000 0400000030000021   
0601OWA4Y       20260101000145100000005000 0400000030000020   
0601OWA4Y       20260101000150100000005000 0400000030000020   
0601OWA4Y       20260101000155100000005000 0400000030000019   
0601OWA4Y       20260101000160100000005000 0400000030000018   
0601OWA4Y       20260101000165100000005000 0400000030000018   
0601OWA4Y       20260101000170100000005000 0400000030000017   
0601OWA4Y       20260101000175100000005000 0400000030000017   
0601OWA4Y       20260101000180100000005000 0400000030000016   
0601OWA4Y       20260101000185100000005000 0400000030000016   
0601OWA4Y       20260101000190100000005000 0400000030000016   
0601OWA4Y       20260101000195100000005000 0400000030000015   
0601OWA4Y       20260101000200100000005000 0400000030000015   
0601OWA4Y       20260101000205100000005000 0400000030000014   
0601OWA4Y       20260101000210100000005000 0400000030000014   
0601OWA4Y       20260101000215100000005000 0400000030000014   
0601OWA4Y       20260101000220100000005000 0400000030000013   
0601OWA4Y       20260101000225100000005000 0400000030000013   
0601OWA4Y       20260101000230100000005000 0400000030000013   
0601OWA4Y       20260101000235100000005000 0400000030000013   
0601OWA4Y       20260101000240100000005000 0400000030000012   
0601OWA4Y       20260101000245100000005000 0400000030000012   
0601OWA4Y       20260101000250100000005000 0400000030000012   
0601OWA4Y       20260101000255100000005000 0400000030000012   
0601OWA4Y       20260101000260100000005000 0400000030000011   
0601OWA4Y       20260101000265100000005000 0400000030000011   
0601OWA4Y       20260101000270100000005000 0400000030000011   
0601OWA4Y       20260101000275100000005000 0400000030000011   
0601OWA4Y       20260101000280100000005000 0400000030000011   
0601OWA4Y       20260101000285100000005000 0400000030000010   
0601OWA4Y       20260101000290100000005000 0400000030000010   
0601OWA4Y       20260101000295100000005000 0400000030000010   
0601OWA4Y       20260101000300100000005000 0400000030000010   
0601OWA4Y       20260101000305100000005000 0400000030000010   
0601OWA4Y       20260101000310100000005000 0400000030000010   
0601OWA4Y       20260101000315100000005000 0400000030000009   
0601OWA4Y       20260101000320100000005000 0400000030000009   
0601OWA4Y       20260101000325100000005000 0400000030000009   
0601OWA4Y       20260101000330100000005000 0400000030000009   
0601OWA4Y       20260101000335100000005000 0400000030000009   
0601OWA4Y       20260101000340100000005000 0400000030000009   
0601OWA4Y       20260101000345100000005000 0400000030000009   
0601OWA4Y       20260101000350100000005000 0400000030000009   
0601OWA4Y       20260101000355100000005000 0400000030000008   
0601OWA4Y       20260101000360100000005000 0400000030000008   
0601OWA4Y       20260101000365100000005000 0400000030000008   
0601OWA4Y       20260101000370100000005000 0400000030000008   
0601OWA4Y       20260101000375100000005000 0400000030000008   
0601OWA4Y       20260101000380100000005000 0400000030000008   
0601OWA4Y       20260101000385100000005000 0400000030000008   
0601OWA4Y       20260101000390100000005000 0400000030000008   
0601OWA4Y       20260101000395100000005000 0400000030000008   
0601OWA4Y       20260101000400100000005000 0400000030000007   
0601OWA4Y       20260101000405100000005000 0400000030000007   
0601OWA4Y       20260101000410100000005000 0400000030000007   
0601OWA4Y       20260101000415100000005000 0400000030000007   
0601OWA4Y       20260101000420100000005000 0400000030000007   
0601OWA4Y       20260101000425100000005000 0400000030000007   
0601OWA4Y       20260101000430100000005000 0400000030000007   
0601OWA4Y       20260101000435100000005000 0400000030000007   
0601OWA4Y       20260101000440100000005000 0400000030000007   
0601OWA4Y       20260101000445100000005000 0400000030000007   
0601OWA4Y       20260101000450100000005000 0400000030000015   
0601OWA4Y       20260101000455100000005000 0400000030000033   
0601OWA4Y       20260101000460100000005000 0400000030000045   
0601OWA4Y       20260101000465100000005000 0400000030000060   
0601OWA4Y       20260101000470100000005000 0400000030000076   
0601OWA4Y       20260101000475100000005000 0400000030000088   
0601OWA4Y       20260101000480100000005000 0400000030000102   
0601OWA4Y       20260101000485100000005000 0400000030000117   
0601OWA4Y       20260101000490100000005000 0400000030000130   
0601OWA4Y       20260101000495100000005000 0400000030000143   
0601OWA4Y       20260101000500100000005000 0400000030000155   
0601OWA4Y       20260101000505100000005000 0400000030000169   
0601OWA4Y       20260101000510100000005000 0400000030000180   
0601OWA4Y       20260101000515100000005000 0400000030000191   
0601OWA4Y       20260101000520100000005000 0400000030000205   
0601OWA4Y       20260101000525100000005000 0400000030000214   
0601OWA4Y       20260101000530100000005000 0400000030000225   
0601OWA4Y       20260101000535100000005000 0400000030000238   
0601OWA4Y       20260101000540100000005000 0400000030000247   
0601OWA4Y       20260101000545100000005000 0400000030000263   
0601OWA4Y       20260101000550100000005000 0400000030000275   
0601OWA4Y       20260101000555100000005000 0400000030000283   
0601OWA4Y       20260101000560100000005000 0400000030000295   
0601OWA4Y       20260101000565100000005000 0400000030000303   
0601OWA4Y       20260101000570100000005000 0400000030000313   
0601OWA4Y       20260101000575100000005000 0400000030000322   
0601OWA4Y       20260101000580100000005000 0400000030000330   
0601OWA4Y       20260101000585100000005000 0400000030000340   
0601OWA4Y       20260101000590100000005000 0400000030000348   
0601OWA4Y       20260101000595100000005000 0400000030000356   
0601OWA4Y       20260101000600100000005000 0400000030000365   
0601OWA4Y       20260101000605100000005000 0400000030000372   
0601OWA4Y       20260101000610100000005000 0400000030000380   
0601OWA4Y       20260101000615100000005000 0400000030000389   
0601OWA4Y       20260101000620100000005000 0400000030000397   
0601OWA4Y       20260101000625100000005000 0400000030000405   
0601OWA4Y       20260101000630100000005000 0400000030000411   
0601OWA4Y       20260101000635100000005000 0400000030000419   
0601OWA4Y       20260101000640100000005000 0400000030000425   
0601OWA4Y       20260101000645100000005000 0400000030000432   
0601OWA4Y       20260101000650100000005000 0400000030000440   
0601OWA4Y       20260101000655100000005000 0400000030000447   
0601OWA4Y       20260101000660100000005000 0400000030000454   
0601OWA4Y       20260101000665100000005000 0400000030000460   
0601OWA4Y       20260101000670100000005000 0400000030000467   
0601OWA4Y       20260101000675100000005000 0400000030000472   
0601OWA4Y       20260101000680100000005000 0400000030000481   
0601OWA4Y       20260101000685100000005000 0400000030000487   
0601OWA4Y       20260101000690100000005000 0400000030000492   
0601OWA4Y       20260101000695100000005000 0400000030000499   
0601OWA4Y       20260101000700100000005000 0400000030000504   
0601OWA4Y       20260101000705100000005000 0400000030000510   
0601OWA4Y       20260101000710100000005000 0400000030000515   
0601OWA4Y       20260101000715100000005000 0400000030000521   
0601OWA4Y       20260101000720100000005000 0400000030000527   
0601OWA4Y       20260101000725100000005000 0400000030000532   
0601OWA4Y       20260101000730100000005000 0400000030000538   
0601OWA4Y       20260101000735100000005000 0400000030000542   
0601OWA4Y       20260101000740100000005000 0400000030000548   
0601OWA4Y       20260101000745100000005000 0400000030000554   
0601OWA4Y       20260101000750100000005000 0400000030000558   
0601OWA4Y       20260101000755100000005000 0400000030000564   
0601OWA4Y       20260101000760100000005000 0400000030000568   
0601OWA4Y       20260101000765100000005000 0400000030000573   
0601OWA4Y       20260101000770100000005000 0400000030000579   
0601OWA4Y       20260101000775100000005000 0400000030000583   
0601OWA4Y       20260101000780100000005000 0400000030000588   
0601OWA4Y       20260101000785100000005000 0400000030000592   
0601OWA4Y       20260101000790100000005000 0400000030000597   
0601OWA4Y       20260101000795100000005000 0400000030000602   
0601OWA4Y       20260101000800100000005000 0400000030000607   
0601OWA4Y       20260101000805100000005000 0400000030000612   
0601OWA4Y       20260101000810100000005000 0400000030000618   
0601OWA4Y       20260101000815100000005000 0400000030000623   
0601OWA4Y       20260101000820100000005000 0400000030000627   
0601OWA4Y       20260101000825100000005000 0400000030000633   
0601OWA4Y       20260101000830100000005000 0400000030000638   
0601OWA4Y       20260101000835100000005000 0400000030000642   
0601OWA4Y       20260101000840100000005000 0400000030000648   
0601OWA4Y       20260101000845100000005000 0400000030000653   
0601OWA4Y       20260101000850100000005000 0400000030000657   
0601OWA4Y       20260101000855100000005000 0400000030000662   
0601OWA4Y       20260101000860100000005000 0400000030000667   
0601OWA4Y       20260101000865100000005000 0400000030000671   
0601OWA4Y       20260101000870100000005000 0400000030000676   
0601OWA4Y       20260101000875100000005000 0400000030000680   
0601OWA4Y       20260101000880100000005000 0400000030000684   
0601OWA4Y       20260101000885100000005000 0400000030000690   
0601OWA4Y       20260101000890100000005000 0400000030000694   
0601OWA4Y       20260101000895100000005000 0400000030000697   
0601OWA4Y       20260101000900100000005000 0400000030000701   
0601OWA4Y       20260101000905100000005000 0400000030000706   
0601OWA4Y       20260101000910100000005000 0400000030000710   
0601OWA4Y       20260101000915100000005000 0400000030000714   
0601OWA4Y       20260101000920100000005000 0400000030000719   
0601OWA4Y       20260101000925100000005000 0400000030000722   
0601OWA4Y       20260101000930100000005000 0400000030000726   
0601OWA4Y       20260101000935100000005000 0400000030000731   
0601OWA4Y       20260101000940100000005000 0400000030000734   
0601OWA4Y       20260101000945100000005000 0400000030000739   
0601OWA4Y       20260101000950100000005000 0400000030000742   
0601OWA4Y       20260101000955100000005000 0400000030000746   
0601OWA4Y       20260101000960100000005000 0400000030000750   
0601OWA4Y       20260101000965100000005000 0400000030000753   
0601OWA4Y       20260101000970100000005000 0400000030000758   
0601OWA4Y       20260101000975100000005000 0400000030000761   
0601OWA4Y       20260101000980100000005000 0400000030000765   
0601OWA4Y       20260101000985100000005000 0400000030000769   
0601OWA4Y       20260101000990100000005000 0400000030000773   
0601OWA4Y       20260101000995100000005000 0400000030000776   
0601OWA4Y       20260101001000100000005000 0400000030000780   
0601OWA4Y       20260101001005100000005000 0400000030000783   
0601OWA4Y       20260101001010100000005000 0400000030000787   
0601OWA4Y       20260101001015100000005000 0400000030000790   
0601OWA4Y       20260101001020100000005000 0400000030000793   
0601OWA4Y       20260101001025100000005000 0400000030000797   
0601OWA4Y       20260101001030100000005000 0400000030000800   
0601OWA4Y       20260101001035100000005000 0400000030000804   
0601OWA4Y       20260101001040100000005000 0400000030000807   
0601OWA4Y       20260101001045100000005000 0400000030000811   
0601OWA4Y       20260101001050100000005000 0400000030000814   
0601OWA4Y       20260101001055100000005000 0400000030000818   
0601OWA4Y       20260101001060100000005000 0400000030000821   
0601OWA4Y       20260101001065100000005000 0400000030000824   
0601OWA4Y       20260101001070100000005000 0400000030000827   
0601OWA4Y       20260101001075100000005000 0400000030000831   
0601OWA4Y       20260101001080100000005000 0400000030000833   
0601OWA4Y       20260101001085100000005000 0400000030000837   
0601OWA4Y       20260101001090100000005000 0400000030000839   
0601OWA4Y       20260101001095100000005000 0400000030000843   
0601OWA4Y       20260101001100100000005000 0400000030000845   
0601OWA4Y       20260101001105100000005000 0400000030000849   
0601OWA4Y       20260101001110100000005000 0400000030000851   
0601OWA4Y       20260101001115100000005000 0400000030000854   
0601OWA4Y       20260101001120100000005000 0400000030000857   
0601OWA4Y       20260101001125100000005000 0400000030000860   
0601OWA4Y       20260101001130100000005000 0400000030000865   
0601OWA4Y       20260101001135100000005000 0400000030000869   
0601OWA4Y       20260101001140100000005000 0400000030000873   
0601OWA4Y       20260101001145100000005000 0400000030000877   
0601OWA4Y       20260101001150100000005000 0400000030000880   
0601OWA4Y       20260101001155100000005000 0400000030000884   
0601OWA4Y       20260101001160100000005000 0400000030000888   
0601OWA4Y       20260101001165100000005000 0400000030000892   
0601OWA4Y       20260101001170100000005000 0400000030000896   
0601OWA4Y       20260101001175100000005000 0400000030000899   
0601OWA4Y       20260101001180100000005000 0400000030000902   
0601OWA4Y       20260101001185100000005000 0400000030000906   
0601OWA4Y       20260101001190100000005000 0400000030000911   
0601OWA4Y       20260101001195100000005000 0400000030000914   
0601OWA4Y       20260101001200100000005000 0400000030000918   
0601OWA4Y       20260101001205100000005000 0400000030000922   
0601OWA4Y       20260101001210100000005000 0400000030000925   
0601OWA4Y       20260101001215100000005000 0400000030000929   
0601OWA4Y       20260101001220100000005000 0400000030000933   
0601OWA4Y       20260101001225100000005000 0400000030000936   
0601OWA4Y       20260101001230100000005000 0400000030000940   
0601OWA4Y       20260101001235100000005000 0400000030000943   
0601OWA4Y       20260101001240100000005000 0400000030000946   
0601OWA4Y       20260101001245100000005000 0400000030000951   
0601OWA4Y       20260101001250100000005000 0400000030000953   
0601OWA4Y       20260101001255100000005000 0400000030000958   
0601OWA4Y       20260101001260100000005000 0400000030000962   
0601OWA4Y       20260101001265100000005000 0400000030000965   
0601OWA4Y       20260101001270100000005000 0400000030000968   
0601OWA4Y       20260101001275100000005000 0400000030000971   
0601OWA4Y       20260101001280100000005000 0400000030000975   
0601OWA4Y       20260101001285100000005000 0400000030000979   
0601OWA4Y       20260101001290100000005000 0400000030000982   
0601OWA4Y       20260101001295100000005000 0400000030000986   
0601OWA4Y       20260101001300100000005000 0400000030000989   
0601OWA4Y       20260101001305100000005000 0400000030000992   
0601OWA4Y       20260101001310100000005000 0400000030000996   
0601OWA4Y       20260101001315100000005000 0400000030000999   
0601OWA4Y       20260101001320100000005000 0400000030001002   
0601OWA4Y       20260101001325100000005000 0400000030001005   
0601OWA4Y       20260101001330100000005000 0400000030001009   
0601OWA4Y       20260101001335100000005000 0400000030001012   
0601OWA4Y       20260101001340100000005000 0400000030001015   
0601OWA4Y       20260101001345100000005000 0400000030001019   
0601OWA4Y       20260101001350100000005000 0400000030001022   
0601OWA4Y       20260101001355100000005000 0400000030001025   
0601OWA4Y       20260101001360100000005000 0400000030001028   
0601OWA4Y       20260101001365100000005000 0400000030001032   
0601OWA4Y       20260101001370100000005000 0400000030001035   
0601OWA4Y       20260101001375100000005000 0400000030001037   
0601OWA4Y       20260101001380100000005000 0400000030001042   
0601OWA4Y       20260101001385100000005000 0400000030001044   
0601OWA4Y       20260101001390100000005000 0400000030001047   
0601OWA4Y       20260101001395100000005000 0400000030001050   
0601OWA4Y       20260101001400100000005000 0400000030001053   
0601OWA4Y       20260101001405100000005000 0400000030001056   
0601OWA4Y       20260101001410100000005000 0400000030001058   
0601OWA4Y       20260101001415100000005000 0400000030001062   
0601OWA4Y       20260101001420100000005000 0400000030001065   
0601OWA4Y       20260101001425100000005000 0400000030001068   
0601OWA4Y       20260101001430100000005000 0400000030001072   
0601OWA4Y       20260101001435100000005000 0400000030001074   
0601OWA4Y       20260101001440100000005000 0400000030001077   
0601OWA4Y       20260101001445100000005000 0400000030001080   
0601OWA4Y       20260101001450100000005000 0400000030001085   
0601OWA4Y       20260101001455100000005000 0400000030001088   
0601OWA4Y       20260101001460100000005000 0400000030001091   
0601OWA4Y       20260101001465100000005000 0400000030001096   
0601OWA4Y       20260101001470100000005000 0400000030001099   
0601OWA4Y       20260101001475100000005000 0400000030001101   
0601OWA4Y       20260101001480100000005000 0400000030001104   
0601OWA4Y       20260101001485100000005000 0400000030001109   
0601OWA4Y       20260101001490100000005000 0400000030001112   
0601OWA4Y       20260101001495100000005000 0400000030001115   
0601OWA4Y       20260101001500100000500000 0400000030001258   
0601OWA4Y       20260101002000100000500000 0400000030001495   
0601OWA4Y       20260101002500100000500000 0400000030001674   
0601OWA4Y       20260101003000100000500000 0400000030001798   
0601OWA4Y       20260101003500100000500000 0400000030001889   
0601OWA4Y       20260101004000100000500000 0400000030001959   
0601OWA4Y       20260101004500100000500000 0400000030002014   
0601OWA4Y       20260101005000100000500000 0400000030002059   
0601OWA4Y       20260101005500100000500000 0400000030002095   
0601OWA4Y       20260101006000100000500000 0400000030002126   
0601OWA4Y       20260101006500100000500000 0400000030002153   
0601OWA4Y       20260101007000100000500000 0400000030002175   
0601OWA4Y       20260101007500100000500000 0400000030002195   
0601OWA4Y       20260101008000100000500000 0400000030002206   
0601OWA4Y       20260101008500100000500000 0400000030002213   
0601OWA4Y       20260101009000100000500000 0400000030002220   
0601OWA4Y       20260101009500100000500000 0400000030002226   
0601OWA5Y       20260101000000100000040000 0500000030000000   
0601OWA5Y       20260101000040100000005000 0500000030000071   
0601OWA5Y       20260101000045100000005000 0500000030000063   
0601OWA5Y       20260101000050100000005000 0500000030000057   
0601OWA5Y       20260101000055100000005000 0500000030000052   
0601OWA5Y       20260101000060100000005000 0500000030000048   
0601OWA5Y       20260101000065100000005000 0500000030000044   
0601OWA5Y       20260101000070100000005000 0500000030000041   
0601OWA5Y       20260101000075100000005000 0500000030000039   
0601OWA5Y       20260101000080100000005000 0500000030000036   
0601OWA5Y       20260101000085100000005000 0500000030000034   
0601OWA5Y       20260101000090100000005000 0500000030000032   
0601OWA5Y       20260101000095100000005000 0500000030000031   
0601OWA5Y       20260101000100100000005000 0500000030000029   
0601OWA5Y       20260101000105100000005000 0500000030000028   
0601OWA5Y       20260101000110100000005000 0500000030000027   
0601OWA5Y       20260101000115100000005000 0500000030000026   
0601OWA5Y       20260101000120100000005000 0500000030000024   
0601OWA5Y       20260101000125100000005000 0500000030000024   
0601OWA5Y       20260101000130100000005000 0500000030000023   
0601OWA5Y       20260101000135100000005000 0500000030000022   
0601OWA5Y       20260101000140100000005000 0500000030000021   
0601OWA5Y       20260101000145100000005000 0500000030000020   
0601OWA5Y       20260101000150100000005000 0500000030000020   
0601OWA5Y       20260101000155100000005000 0500000030000019   
0601OWA5Y       20260101000160100000005000 0500000030000018   
0601OWA5Y       20260101000165100000005000 0500000030000018   
0601OWA5Y       20260101000170100000005000 0500000030000017   
0601OWA5Y       20260101000175100000005000 0500000030000017   
0601OWA5Y       20260101000180100000005000 0500000030000016   
0601OWA5Y       20260101000185100000005000 0500000030000016   
0601OWA5Y       20260101000190100000005000 0500000030000016   
0601OWA5Y       20260101000195100000005000 0500000030000015   
0601OWA5Y       20260101000200100000005000 0500000030000015   
0601OWA5Y       20260101000205100000005000 0500000030000014   
0601OWA5Y       20260101000210100000005000 0500000030000014   
0601OWA5Y       20260101000215100000005000 0500000030000014   
0601OWA5Y       20260101000220100000005000 0500000030000013   
0601OWA5Y       20260101000225100000005000 0500000030000013   
0601OWA5Y       20260101000230100000005000 0500000030000013   
0601OWA5Y       20260101000235100000005000 0500000030000013   
0601OWA5Y       20260101000240100000005000 0500000030000012   
0601OWA5Y       20260101000245100000005000 0500000030000012   
0601OWA5Y       20260101000250100000005000 0500000030000012   
0601OWA5Y       20260101000255100000005000 0500000030000012   
0601OWA5Y       20260101000260100000005000 0500000030000011   
0601OWA5Y       20260101000265100000005000 0500000030000011   
0601OWA5Y       20260101000270100000005000 0500000030000011   
0601OWA5Y       20260101000275100000005000 0500000030000011   
0601OWA5Y       20260101000280100000005000 0500000030000011   
0601OWA5Y       20260101000285100000005000 0500000030000010   
0601OWA5Y       20260101000290100000005000 0500000030000010   
0601OWA5Y       20260101000295100000005000 0500000030000010   
0601OWA5Y       20260101000300100000005000 0500000030000010   
0601OWA5Y       20260101000305100000005000 0500000030000010   
0601OWA5Y       20260101000310100000005000 0500000030000010   
0601OWA5Y       20260101000315100000005000 0500000030000009   
0601OWA5Y       20260101000320100000005000 0500000030000009   
0601OWA5Y       20260101000325100000005000 0500000030000009   
0601OWA5Y       20260101000330100000005000 0500000030000009   
0601OWA5Y       20260101000335100000005000 0500000030000009   
0601OWA5Y       20260101000340100000005000 0500000030000009   
0601OWA5Y       20260101000345100000005000 0500000030000009   
0601OWA5Y       20260101000350100000005000 0500000030000009   
0601OWA5Y       20260101000355100000005000 0500000030000008   
0601OWA5Y       20260101000360100000005000 0500000030000008   
0601OWA5Y       20260101000365100000005000 0500000030000008   
0601OWA5Y       20260101000370100000005000 0500000030000008   
0601OWA5Y       20260101000375100000005000 0500000030000008   
0601OWA5Y       20260101000380100000005000 0500000030000008   
0601OWA5Y       20260101000385100000005000 0500000030000008   
0601OWA5Y       20260101000390100000005000 0500000030000008   
0601OWA5Y       20260101000395100000005000 0500000030000008   
0601OWA5Y       20260101000400100000005000 0500000030000007   
0601OWA5Y       20260101000405100000005000 0500000030000007   
0601OWA5Y       20260101000410100000005000 0500000030000007   
0601OWA5Y       20260101000415100000005000 0500000030000007   
0601OWA5Y       20260101000420100000005000 0500000030000007   
0601OWA5Y       20260101000425100000005000 0500000030000007   
0601OWA5Y       20260101000430100000005000 0500000030000007   
0601OWA5Y       20260101000435100000005000 0500000030000007   
0601OWA5Y       20260101000440100000005000 0500000030000007   
0601OWA5Y       20260101000445100000005000 0500000030000007   
0601OWA5Y       20260101000450100000005000 0500000030000007   
0601OWA5Y       20260101000455100000005000 0500000030000007   
0601OWA5Y       20260101000460100000005000 0500000030000006   
0601OWA5Y       20260101000465100000005000 0500000030000006   
0601OWA5Y       20260101000470100000005000 0500000030000006   
0601OWA5Y       20260101000475100000005000 0500000030000006   
0601OWA5Y       20260101000480100000005000 0500000030000006   
0601OWA5Y       20260101000485100000005000 0500000030000006   
0601OWA5Y       20260101000490100000005000 0500000030000006   
0601OWA5Y       20260101000495100000005000 0500000030000006   
0601OWA5Y       20260101000500100000005000 0500000030000006   
0601OWA5Y       20260101000505100000005000 0500000030000006   
0601OWA5Y       20260101000510100000005000 0500000030000012   
0601OWA5Y       20260101000515100000005000 0500000030000025   
0601OWA5Y       20260101000520100000005000 0500000030000040   
0601OWA5Y       20260101000525100000005000 0500000030000051   
0601OWA5Y       20260101000530100000005000 0500000030000064   
0601OWA5Y       20260101000535100000005000 0500000030000078   
0601OWA5Y       20260101000540100000005000 0500000030000088   
0601OWA5Y       20260101000545100000005000 0500000030000102   
0601OWA5Y       20260101000550100000005000 0500000030000114   
0601OWA5Y       20260101000555100000005000 0500000030000124   
0601OWA5Y       20260101000560100000005000 0500000030000137   
0601OWA5Y       20260101000565100000005000 0500000030000146   
0601OWA5Y       20260101000570100000005000 0500000030000155   
0601OWA5Y       20260101000575100000005000 0500000030000165   
0601OWA5Y       20260101000580100000005000 0500000030000175   
0601OWA5Y       20260101000585100000005000 0500000030000186   
0601OWA5Y       20260101000590100000005000 0500000030000194   
0601OWA5Y       20260101000595100000005000 0500000030000204   
0601OWA5Y       20260101000600100000005000 0500000030000212   
0601OWA5Y       20260101000605100000005000 0500000030000221   
0601OWA5Y       20260101000610100000005000 0500000030000229   
0601OWA5Y       20260101000615100000005000 0500000030000240   
0601OWA5Y       20260101000620100000005000 0500000030000251   
0601OWA5Y       20260101000625100000005000 0500000030000260   
0601OWA5Y       20260101000630100000005000 0500000030000267   
0601OWA5Y       20260101000635100000005000 0500000030000276   
0601OWA5Y       20260101000640100000005000 0500000030000283   
0601OWA5Y       20260101000645100000005000 0500000030000292   
0601OWA5Y       20260101000650100000005000 0500000030000302   
0601OWA5Y       20260101000655100000005000 0500000030000309   
0601OWA5Y       20260101000660100000005000 0500000030000317   
0601OWA5Y       20260101000665100000005000 0500000030000324   
0601OWA5Y       20260101000670100000005000 0500000030000332   
0601OWA5Y       20260101000675100000005000 0500000030000339   
0601OWA5Y       20260101000680100000005000 0500000030000347   
0601OWA5Y       20260101000685100000005000 0500000030000355   
0601OWA5Y       20260101000690100000005000 0500000030000361   
0601OWA5Y       20260101000695100000005000 0500000030000368   
0601OWA5Y       20260101000700100000005000 0500000030000374   
0601OWA5Y       20260101000705100000005000 0500000030000382   
0601OWA5Y       20260101000710100000005000 0500000030000389   
0601OWA5Y       20260101000715100000005000 0500000030000394   
0601OWA5Y       20260101000720100000005000 0500000030000401   
0601OWA5Y       20260101000725100000005000 0500000030000407   
0601OWA5Y       20260101000730100000005000 0500000030000414   
0601OWA5Y       20260101000735100000005000 0500000030000419   
0601OWA5Y       20260101000740100000005000 0500000030000426   
0601OWA5Y       20260101000745100000005000 0500000030000431   
0601OWA5Y       20260101000750100000005000 0500000030000437   
0601OWA5Y       20260101000755100000005000 0500000030000442   
0601OWA5Y       20260101000760100000005000 0500000030000449   
0601OWA5Y       20260101000765100000005000 0500000030000455   
0601OWA5Y       20260101000770100000005000 0500000030000460   
0601OWA5Y       20260101000775100000005000 0500000030000466   
0601OWA5Y       20260101000780100000005000 0500000030000470   
0601OWA5Y       20260101000785100000005000 0500000030000476   
0601OWA5Y       20260101000790100000005000 0500000030000482   
0601OWA5Y       20260101000795100000005000 0500000030000487   
0601OWA5Y       20260101000800100000005000 0500000030000492   
0601OWA5Y       20260101000805100000005000 0500000030000497   
0601OWA5Y       20260101000810100000005000 0500000030000502   
0601OWA5Y       20260101000815100000005000 0500000030000506   
0601OWA5Y       20260101000820100000005000 0500000030000512   
0601OWA5Y       20260101000825100000005000 0500000030000517   
0601OWA5Y       20260101000830100000005000 0500000030000521   
0601OWA5Y       20260101000835100000005000 0500000030000527   
0601OWA5Y       20260101000840100000005000 0500000030000531   
0601OWA5Y       20260101000845100000005000 0500000030000536   
0601OWA5Y       20260101000850100000005000 0500000030000541   
0601OWA5Y       20260101000855100000005000 0500000030000545   
0601OWA5Y       20260101000860100000005000 0500000030000550   
0601OWA5Y       20260101000865100000005000 0500000030000553   
0601OWA5Y       20260101000870100000005000 0500000030000558   
0601OWA5Y       20260101000875100000005000 0500000030000564   
0601OWA5Y       20260101000880100000005000 0500000030000569   
0601OWA5Y       20260101000885100000005000 0500000030000574   
0601OWA5Y       20260101000890100000005000 0500000030000579   
0601OWA5Y       20260101000895100000005000 0500000030000584   
0601OWA5Y       20260101000900100000005000 0500000030000588   
